,model,listing_price,trim,reg_date,mileage,transmission,color,car_body,car_engine,car_page_url
1224,Audi A5,"£23,350",2L S line TFSI,May 2018,"61,521 miles",Automatic,Grey,5 door Hatchback,2L,https://www.cazoo.co.uk/car-details/082c2b18-e7a1-5100-9437-71428837ce90/
1225,Mercedes-Benz C Class,"£23,350",1.5L Sport MHEV EQ Boost C200,Oct 2018,"15,137 miles",Automatic,White,4 door Saloon,1.5L,https://www.cazoo.co.uk/car-details/2555241b-424f-5851-9dba-0dea1979bfcf/
1226,BMW 3 Series Gran Turismo,"£23,350",2L M Sport 320i,Mar 2019,"31,419 miles",Automatic,Alpine White,5 door Hatchback,2L,https://www.cazoo.co.uk/car-details/d4e0d533-7940-5c8c-a1ae-267868e8547e/
1227,Kia Sportage,"£23,350",1.6L 4 T-GDi,Mar 2019,"14,594 miles",Automatic,Grey,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/24ef9989-2731-57fa-a608-4a61f15d1e42/
1228,Land Rover Range Rover Evoque,"£23,350",2L Landmark TD4,Jun 2018,"69,514 miles",Automatic,Blue,5 door SUV,2L,https://www.cazoo.co.uk/car-details/c05b6bdf-2775-5606-a879-fc22a21105d6/
1229,Mercedes-Benz CLA Class,"£23,350",2L AMG CLA45,Sept 2015,"48,621 miles",Automatic,White,5 door Estate,2L,https://www.cazoo.co.uk/car-details/eafbf3f7-fd20-5b30-844b-ac9bd161e1ca/
1230,BMW X2,"£23,350",2L M Sport 20i,Apr 2019,"30,944 miles",Automatic,Misano Blue metallic,5 door SUV,2L,https://www.cazoo.co.uk/car-details/fe46e2a3-7836-5e8a-8d49-5547c2f34688/
1231,Mini Countryman,"£23,350",1.5L Cooper SE,Nov 2017,"25,441 miles",Automatic,Melting Silver,5 door SUV,1.5L,https://www.cazoo.co.uk/car-details/fd5b2656-56f5-5e7f-a859-1ecc1b7c6f3c/
1232,BMW 5 Series,"£23,350",2L M Sport 520d,Mar 2017,"46,150 miles",Automatic,Sophisto Grey Xirallic,4 door Saloon,2L,https://www.cazoo.co.uk/car-details/05d84a23-635f-5f05-b544-e0f83677a6eb/
1233,Volvo V90,"£23,350",2L Momentum Plus T4,Sept 2019,"16,144 miles",Automatic,Grey,5 door Estate,2L,https://www.cazoo.co.uk/car-details/ab512221-4dce-5ab6-987e-1edd81dd119e/
1234,Mini Hatch,"£23,350",2L Cooper S Sport,Dec 2020,"1,556 miles",Automatic,Moonwalk Grey,5 door Hatchback,2L,https://www.cazoo.co.uk/car-details/8dd6b115-9eb5-57e9-9748-2cd54f70db15/
1235,Audi S4,"£23,350",3L TFSI V6,May 2017,"50,122 miles",Automatic,White,4 door Saloon,3L,https://www.cazoo.co.uk/car-details/6cc2524a-7247-5539-9df4-38f2ff5ef379/
1236,BMW 1 Series,"£23,350",1.5L M Sport 118i,Nov 2019,"16,828 miles",Automatic,Alpine White,5 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/b024de5b-1a0b-57e6-8e4d-93af2a44b7e2/
1237,Mercedes-Benz C Class,"£23,350",1.5L Sport EQ Boost C200,May 2019,"30,379 miles",Automatic,Blue,4 door Saloon,1.5L,https://www.cazoo.co.uk/car-details/2fd100d4-1c1d-5462-891e-3e568e8bcb8d/
1238,Nissan Leaf,"£23,350",Tekna,Dec 2019,"14,041 miles",Automatic,White,5 door Hatchback,,https://www.cazoo.co.uk/car-details/dfdf48ef-c668-5eea-be6a-2d0e86aef3d1/
1239,Jaguar XF,"£23,300",2L Portfolio i,Jan 2019,"18,883 miles",Automatic,Grey,4 door Saloon,2L,https://www.cazoo.co.uk/car-details/068efc7e-0f44-5fe2-b413-6d10dc5bcb17/
1240,Mercedes-Benz E Class,"£23,300",2L AMG Line E220d,Sept 2017,"29,942 miles",Automatic,Grey,4 door Saloon,1.9L,https://www.cazoo.co.uk/car-details/69b41649-d4db-546e-bb9f-eb8a0724513a/
1241,BMW 5 Series,"£23,300",2L SE 530i,May 2017,"22,702 miles",Automatic,Mediterranean Blue,4 door Saloon,2L,https://www.cazoo.co.uk/car-details/5059579a-12f0-50b8-ba1f-dc1daf2a1ef4/
1242,Kia Sportage,"£23,300",1.6L GT-Line S T-GDi,Mar 2019,"23,837 miles",Automatic,Black,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/367e9902-a8fd-5684-b2ed-630f2d4bb3c9/
1243,BMW 1 Series,"£23,300",3L Shadow Edition M140i,Oct 2017,"40,108 miles",Automatic,Alpine White,5 door Hatchback,3L,https://www.cazoo.co.uk/car-details/3e1c990d-cbfa-5991-967d-4d7d991b3300/
1244,Mercedes-Benz A Class,"£23,300",1.3L AMG Line A200,Sept 2018,"33,628 miles",Automatic,Grey,5 door Hatchback,1.3L,https://www.cazoo.co.uk/car-details/627ff29c-96d1-5ef3-b0ac-fd7a1578b353/
1245,Hyundai IONIQ,"£23,300",1.6L Premium SE h-GDi,Jul 2019,"14,367 miles",Automatic,Black,5 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/201de719-ee7b-5598-aca1-dbc9c7f5ddaf/
1246,Volkswagen Tiguan,"£23,300",2L R-Line BlueMotion Tech TDI,Mar 2017,"53,017 miles",Automatic,Black,5 door SUV,2L,https://www.cazoo.co.uk/car-details/a3e09cca-cfc3-57d8-afc2-a9cd0df78d8a/
1247,Mercedes-Benz A Class,"£23,300",1.3L AMG Line A200,Sept 2018,"26,518 miles",Automatic,White,5 door Hatchback,1.3L,https://www.cazoo.co.uk/car-details/694d28e7-b633-5294-91d0-42359e1c3f26/
1248,Mini Hatch,"£23,300",2L John Cooper Works,Mar 2019,"12,665 miles",Automatic,Midnight Black,3 door Hatchback,2L,https://www.cazoo.co.uk/car-details/3c49f4b6-a54d-5da4-977c-41d7800813dd/
1249,Kia Stinger,"£23,300",2.2L GT-Line S CRDi,Jun 2019,"35,122 miles",Automatic,Black,5 door Hatchback,2.2L,https://www.cazoo.co.uk/car-details/1f480382-f9c2-5f92-8eb1-33d85be79378/
1250,Mercedes-Benz A Class,"£23,300",1.3L AMG Line A200,Aug 2018,"34,886 miles",Automatic,Grey,5 door Hatchback,1.3L,https://www.cazoo.co.uk/car-details/b9a4d1bd-7c45-5d5c-9f9c-ed0d5471816b/
1251,Vauxhall Corsa,"£23,300",SE Nav Premium,Sept 2021,"9,478 miles",Automatic,Grey,5 door Hatchback,,https://www.cazoo.co.uk/car-details/94532bf6-08f4-5987-85f5-ab0f54e2a061/
1252,Volkswagen Tiguan,"£23,300",2L R-Line TDI,Jul 2018,"42,364 miles",Automatic,Grey,5 door SUV,2L,https://www.cazoo.co.uk/car-details/afecc95e-e7f7-5fe6-891c-fbfaa2b3230a/
1253,Audi TT,"£23,250",2L Black Edition TFSI,Jan 2018,"36,682 miles",Automatic,White,3 door Coupe,2L,https://www.cazoo.co.uk/car-details/0c7c5903-e5ca-5479-8266-62b6cdb5f83a/
1254,Nissan Leaf,"£23,250",N-Connecta,Jan 2020,"12,702 miles",Automatic,White,5 door Hatchback,,https://www.cazoo.co.uk/car-details/1ef997fb-978e-54ae-aca9-bbc77ea1bda3/
1255,Volkswagen Tiguan,"£23,250",2L SEL TDI,Jul 2018,"11,603 miles",Automatic,Red,5 door SUV,2L,https://www.cazoo.co.uk/car-details/5d5d3e4e-8903-5c9f-ab0c-f3bb90912ce5/
1256,BMW X2,"£23,250",2L M Sport 20i,May 2019,"43,014 miles",Automatic,Mineral Grey,5 door SUV,2L,https://www.cazoo.co.uk/car-details/bf5c33b7-03f2-5e11-b453-d006904ceeb1/
1257,Land Rover Discovery Sport,"£23,250",2L SE Tech TD4,Apr 2018,"31,584 miles",Manual,White,5 door SUV,2L,https://www.cazoo.co.uk/car-details/4dc55166-36b0-5725-9539-f8ec69a36bd0/
1258,Mercedes-Benz A Class,"£23,250",1.3L AMG Line A180,Apr 2019,"19,096 miles",Automatic,White,5 door Hatchback,1.3L,https://www.cazoo.co.uk/car-details/a3f7c662-5ae3-57a2-8073-32d3641c925f/
1259,Mercedes-Benz GLA Class,"£23,250",1.6L Urban Edition GLA180,May 2019,"21,801 miles",Automatic,Silver,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/94215265-8a40-5d20-b2f7-148903083f08/
1260,BMW X3,"£23,250",2L M Sport 20d,Jun 2017,"37,244 miles",Automatic,Carbon Black,5 door SUV,2L,https://www.cazoo.co.uk/car-details/72bec553-82d9-5d22-9006-c2532c954307/
1261,Mercedes-Benz A Class,"£23,250",1.3L AMG Line A200,May 2019,"26,205 miles",Automatic,White,5 door Hatchback,1.3L,https://www.cazoo.co.uk/car-details/f131d5de-a6fe-5765-a808-3c32459700c8/
1262,Volkswagen Golf,"£23,250",2L GTI TSI,Jun 2018,"23,817 miles",Automatic,Grey,5 door Hatchback,2L,https://www.cazoo.co.uk/car-details/4e6894fb-252c-57bb-9b8e-534fd1f94b16/
1263,Audi Q2,"£23,250",1.5L Black Edition CoD TFSI,Sept 2019,"30,670 miles",Manual,White,5 door SUV,1.5L,https://www.cazoo.co.uk/car-details/7270aee7-6805-5482-a3f1-377f96dd2ea0/
1264,BMW 4 Series,"£23,250",2L M Sport 420d,Jun 2017,"16,528 miles",Automatic,Black Sapphire metallic paint,2 door Convertible,2L,https://www.cazoo.co.uk/car-details/17f69b04-23c0-572c-b79e-0fe488fdfe98/
1265,Volkswagen Golf,"£23,250",2L R BlueMotion Tech TSI,Jun 2017,"10,941 miles",Manual,White,5 door Hatchback,2L,https://www.cazoo.co.uk/car-details/dc6da6a5-5b87-54de-ad04-f13338c48e72/
1266,Mercedes-Benz A Class,"£23,250",1.3L AMG Line A200,Jun 2020,"19,474 miles",Automatic,Silver,5 door Hatchback,1.3L,https://www.cazoo.co.uk/car-details/b9bc6fc2-7bc1-5141-bcaa-0c29be6e58cf/
1267,Volvo XC60,"£23,250",2L Momentum D4,Dec 2018,"46,084 miles",Automatic,Red,5 door SUV,2L,https://www.cazoo.co.uk/car-details/5c59f041-0b8a-5aa7-bc22-33fc05fdad94/
1268,Ford Edge,"£23,250",2L Sport TDCi,Jun 2018,"22,158 miles",Automatic,Brown,5 door SUV,2L,https://www.cazoo.co.uk/car-details/f8ed9ca0-d858-5710-b114-cfba569eaa7d/
1269,Hyundai i30,"£23,250",2L N Performance T-GDi,May 2019,"14,606 miles",Manual,White,5 door Hatchback,2L,https://www.cazoo.co.uk/car-details/1e334e7d-7e30-5a9b-bcc9-fb21a6ea2dbf/
1270,Toyota Prius,"£23,250",1.8L Business Edition Plus VVT-h,Jun 2019,"14,452 miles",Automatic,Grey,5 door Hatchback,1.8L,https://www.cazoo.co.uk/car-details/c626cf6d-1071-5ea6-b33c-bc32779f8971/
1271,Volkswagen Tiguan,"£23,200",2L Match TDI,Sept 2020,"11,024 miles",Manual,Black,5 door SUV,2L,https://www.cazoo.co.uk/car-details/b8469ea2-dfe2-5eed-8776-881f7bf49576/
1272,Audi Q2,"£23,200",1.5L Technik CoD TFSI,Mar 2020,"8,156 miles",Automatic,Black,5 door SUV,1.5L,https://www.cazoo.co.uk/car-details/1dc4d8f4-c60c-5893-b146-2f73f66e9498/
1273,Alfa Romeo Giulia,"£23,200",2L Veloce T,Jun 2018,"36,076 miles",Automatic,Alfa Red,4 door Saloon,2L,https://www.cazoo.co.uk/car-details/17b5f4de-c5e5-5e2e-83d0-899444e27c7a/
1274,MG MG ZS,"£23,200",Exclusive,Jul 2020,"21,558 miles",Automatic,Red,5 door SUV,,https://www.cazoo.co.uk/car-details/ca176bb1-55b3-5997-8299-c77c1025d2e0/
1275,Mini Convertible,"£23,200",2L Cooper S Sport,Mar 2019,"13,234 miles",Automatic,Midnight Black,2 door Convertible,2L,https://www.cazoo.co.uk/car-details/559d19a4-3623-583a-ab79-6d7dece35c1d/
1276,Renault Zoe,"£23,200",GT Line R135,Sept 2020,"8,118 miles",Automatic,Titanium Grey,5 door Hatchback,,https://www.cazoo.co.uk/car-details/d774d0d9-8bc2-56d1-8f9e-85f0509f232b/
1277,Audi A5 Cabriolet,"£23,200",2L S line TFSI,Oct 2017,"25,922 miles",Automatic,Black,2 door Convertible,2L,https://www.cazoo.co.uk/car-details/832c5ef2-c8c5-540a-8bc0-f571fb916fbf/
1278,BMW X1,"£23,200",2L xLine 20i,Nov 2018,"14,950 miles",Automatic,Mediterranean Blue,5 door SUV,2L,https://www.cazoo.co.uk/car-details/172a64b0-b3cd-5b91-a96d-2dc5a6c26cf0/
1279,Audi S3,"£23,200",2L Black Edition TFSI,Mar 2017,"53,371 miles",Automatic,Grey,5 door Hatchback,2L,https://www.cazoo.co.uk/car-details/c5df9085-bde1-5e90-bc64-3882d98b359b/
1280,BMW i3,"£23,200",21.6kWh,Oct 2018,"22,291 miles",Automatic,Capparis White with BMW i Blue highlight,4 door Hatchback,,https://www.cazoo.co.uk/car-details/87e31c99-018a-5bf8-b211-48b248d2f379/
1281,Mercedes-Benz GLC Class,"£23,200",2.1L Sport GLC220d,Jun 2016,"38,443 miles",Automatic,Silver,5 door SUV,2.1L,https://www.cazoo.co.uk/car-details/9f1dc876-8b8f-51f2-b5e5-d6a30516f416/
1282,Volkswagen Golf,"£23,200",2L GTI Performance TSI,Jun 2019,"23,101 miles",Manual,White,5 door Hatchback,2L,https://www.cazoo.co.uk/car-details/54199985-303a-5909-956b-b2100bcf31cc/
1283,Volkswagen Tiguan,"£23,200",2L R-Line BlueMotion Tech TDI,May 2017,"39,712 miles",Automatic,Blue,5 door SUV,2L,https://www.cazoo.co.uk/car-details/08dd84e6-b926-571d-be87-ffa70aafb7cc/
1284,Volvo S60,"£23,200",2L Inscription Plus T5,Dec 2019,"10,665 miles",Automatic,Silver,4 door Saloon,2L,https://www.cazoo.co.uk/car-details/9545c14a-9236-5e31-b117-99315d464fe3/
1285,Nissan Leaf,"£23,200",Tekna,Dec 2019,"3,854 miles",Automatic,White,5 door Hatchback,,https://www.cazoo.co.uk/car-details/adf3738c-0963-5419-9e92-7551ca41eb4a/
1286,Mercedes-Benz Vito,"£23,200",2.1L Sport BlueTEC 116,Jun 2019,"40,739 miles",Manual,White,5 door Panel Van,2.1L,https://www.cazoo.co.uk/car-details/00f67188-2d88-5580-a133-e3dff6194736/
1287,Mini Hatch,"£23,150",2L John Cooper Works,Mar 2020,"22,008 miles",Manual,Green,3 door Hatchback,2L,https://www.cazoo.co.uk/car-details/eb825ebf-f726-5c4d-9e35-3965649b09bf/
1288,BMW 4 Series,"£23,150",2L M Sport 420d,Mar 2018,"36,676 miles",Automatic,Melbourne Red metallic,2 door Convertible,2L,https://www.cazoo.co.uk/car-details/2fe944e1-32d0-5a6f-a1b6-a0fc04eaf8c8/
1289,Audi S3,"£23,150",2L TFSI,Mar 2017,"47,657 miles",Automatic,White,5 door Hatchback,2L,https://www.cazoo.co.uk/car-details/657f0a46-5f30-564d-b4c7-60f8df86f5b0/
1290,Audi A5,"£23,150",2L S line TFSI,Apr 2018,"32,988 miles",Automatic,Black,2 door Coupe,2L,https://www.cazoo.co.uk/car-details/7014ae7b-da32-5003-a0ec-fc6f25effe3e/
1291,Mercedes-Benz A Class,"£23,150",2L AMG Line A220,Sept 2019,"36,925 miles",Automatic,Silver,5 door Hatchback,2L,https://www.cazoo.co.uk/car-details/a5701f91-ee9b-5c28-b00d-00aaa8b10ef7/
1292,Mercedes-Benz E Class,"£23,150",2L SE E220d,Nov 2018,"24,456 miles",Automatic,Grey,4 door Saloon,1.9L,https://www.cazoo.co.uk/car-details/89d459cc-125e-54b4-a3fb-d2295a85a5e9/
1293,Volvo S60,"£23,150",2L R-Design Plus T5,Jan 2020,"11,863 miles",Automatic,Grey,4 door Saloon,2L,https://www.cazoo.co.uk/car-details/9d30d7a0-1dbd-5638-8a2a-3060f6502082/
1294,Mini Hatch,"£23,150",2L John Cooper Works,Jul 2018,"8,108 miles",Automatic,Midnight Black,3 door Hatchback,2L,https://www.cazoo.co.uk/car-details/aff071f6-ebf3-501c-a2b7-fd2deacad122/
1295,Mercedes-Benz GLA Class,"£23,100",1.6L Urban Edition GLA180,Nov 2018,"19,896 miles",Automatic,Red,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/1352508a-3284-5b91-b6fb-49b74797762a/
1296,Land Rover Discovery Sport,"£23,100",2L HSE Luxury TD4,Sept 2016,"51,285 miles",Automatic,Grey,5 door SUV,2L,https://www.cazoo.co.uk/car-details/9f67f388-f08d-526e-adf1-c0f7f6229c19/
1297,Toyota Yaris,"£23,100",1.5L Design VVT-h,Apr 2022,"2,563 miles",Automatic,White,5 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/8b6f68f8-267b-526f-9b5d-ce6bb23795f9/
1298,Mercedes-Benz A Class,"£23,100",2L AMG Line A200d,Sept 2019,"42,001 miles",Automatic,Silver,5 door Hatchback,1.9L,https://www.cazoo.co.uk/car-details/e13ef1a7-0fbc-505d-9944-d6b79511e264/
1299,BMW i3,"£23,100",0.6L S,Nov 2018,"33,620 miles",Automatic,Fluid Black with highlight BMW i Blue,4 door Hatchback,,https://www.cazoo.co.uk/car-details/4086cb14-5f78-552f-bdd1-8afc9d9a6a5c/
1300,Mercedes-Benz CLA Class,"£23,100",2L AMG CLA250,Mar 2018,"20,976 miles",Automatic,Black,4 door Saloon,2L,https://www.cazoo.co.uk/car-details/ae49d40c-d477-5fa5-8a94-b0a3a03df488/
1301,Seat Alhambra,"£23,100",2L XCELLENCE TDI,Feb 2018,"21,863 miles",Automatic,Red,5 door MPV,2L,https://www.cazoo.co.uk/car-details/609e02de-ede7-5992-9872-8b413357809f/
1302,Mercedes-Benz GLA Class,"£23,100",1.6L Sport GLA200,Apr 2019,"21,001 miles",Automatic,White,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/13166d0a-c5c8-583a-9d0e-7d2eb41ef396/
1303,Volkswagen Golf,"£23,100",2L GTI TSI,Mar 2018,"19,526 miles",Automatic,Blue,5 door Hatchback,2L,https://www.cazoo.co.uk/car-details/6379e45b-33da-5e5a-8cbf-93a33131447d/
1304,Kia Sportage,"£23,100",1.6L GT-Line S T-GDi,Mar 2019,"9,538 miles",Automatic,Red,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/e5ba5449-f995-5f40-9afa-3ad26bb55e66/
1305,Toyota C-HR,"£23,050",1.8L Design VVT-h,Aug 2019,"13,891 miles",Automatic,White,5 door SUV,1.8L,https://www.cazoo.co.uk/car-details/4838a0d2-2a1c-5c6a-9afb-65308e8e0992/
1306,BMW X1,"£23,050",2L Sport 20d,Mar 2019,"17,075 miles",Automatic,Mineral White,5 door SUV,2L,https://www.cazoo.co.uk/car-details/33f34c4a-036c-57ad-bf66-edd54ae69945/
1307,Mini Hatch,"£23,050",2L Cooper S Sport,Mar 2020,"4,239 miles",Automatic,Starlight Blue,3 door Hatchback,2L,https://www.cazoo.co.uk/car-details/9a51fb85-391c-5def-abfc-5c8894006c42/
1308,Hyundai TUCSON,"£23,050",1.6L Premium SE T-GDi,Mar 2019,"21,682 miles",Automatic,Blue,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/d6596e94-2877-546a-a62b-83caafd7a25d/
1309,Audi A7,"£23,050",3L Black Edition TDI V6,Sept 2016,"47,597 miles",Automatic,Black,5 door Hatchback,3L,https://www.cazoo.co.uk/car-details/4765fb67-6daa-5f4e-afbf-bb2821720039/
1310,BMW X3,"£23,050",2L M Sport 20d,Aug 2017,"47,390 miles",Automatic,Space Grey,5 door SUV,2L,https://www.cazoo.co.uk/car-details/8186682d-e0cb-5235-93dc-0b97565d7f72/
1311,Mercedes-Benz A Class,"£23,050",1.3L AMG Line A200,Apr 2019,"14,458 miles",Automatic,Grey,5 door Hatchback,1.3L,https://www.cazoo.co.uk/car-details/d9d2b6a8-beea-5773-8a83-23d90c76b8f1/
1312,Kia Sportage,"£23,050",1.6L GT-Line S T-GDi,Sept 2019,"19,382 miles",Automatic,White,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/386642a8-e0e9-5bfb-8ba3-8244234d9fd9/
1313,Mercedes-Benz A Class,"£23,050",1.3L AMG Line A180,Mar 2019,"18,290 miles",Automatic,Grey,5 door Hatchback,1.3L,https://www.cazoo.co.uk/car-details/ecb281ff-9322-5d5e-9a0e-d4eb051fcdc7/
1314,Peugeot 3008,"£23,000",1.6L GT Line Premium THP,Jul 2018,"16,833 miles",Automatic,Black,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/cb5c724b-581f-5512-92c6-af36383bdb4e/
1315,Volkswagen T-Roc,"£23,000",1.5L Design TSI EVO,Jan 2020,"19,360 miles",Automatic,Grey,5 door SUV,1.5L,https://www.cazoo.co.uk/car-details/7edd0c52-514e-5fe9-a261-6af249144fd1/
1316,BMW X1,"£23,000",2L Sport 20d,May 2019,"15,432 miles",Automatic,Alpine White,5 door SUV,2L,https://www.cazoo.co.uk/car-details/f7025b98-a2cb-567e-8397-b9811a687a12/
1317,Mercedes-Benz C Class,"£23,000",2L AMG Line C220d,Nov 2018,"40,891 miles",Automatic,Silver,4 door Saloon,1.9L,https://www.cazoo.co.uk/car-details/dcf9fd34-19fc-5fee-92a8-d5320f1d73d1/
1318,Seat Alhambra,"£23,000",2L XCELLENCE TDI,Jul 2018,"27,257 miles",Manual,Black,5 door MPV,2L,https://www.cazoo.co.uk/car-details/8b46cf45-95ca-53ef-876e-c7964377c43d/
1319,Land Rover Range Rover Evoque,"£23,000",2L SE Tech TD4,Jun 2018,"17,306 miles",Manual,Silver,5 door SUV,2L,https://www.cazoo.co.uk/car-details/fc9ef298-6e63-5af8-828e-313934a48207/
1320,Mercedes-Benz GLE Class,"£23,000",3L AMG Line GLE350d V6,Sept 2015,"61,700 miles",Automatic,Silver,5 door SUV,3L,https://www.cazoo.co.uk/car-details/cd7c5b69-3d75-5900-98e0-937e83e17d4a/
1321,BMW i3,"£23,000",0.6L ,Dec 2018,"28,130 miles",Automatic,Melbourne Red with highlight Frozen Grey,5 door Hatchback,,https://www.cazoo.co.uk/car-details/72284d32-b2e9-5197-a98b-ddcab227de4c/
1322,Mini Countryman,"£23,000",1.5L Cooper SE Classic,May 2019,"35,313 miles",Automatic,Light White,5 door SUV,1.5L,https://www.cazoo.co.uk/car-details/6059be3c-71e1-506c-b01f-c3dd11a9a45c/
1323,Vauxhall Corsa,"£23,000",SE Nav Premium,Jan 2021,"8,617 miles",Automatic,Blue,5 door Hatchback,,https://www.cazoo.co.uk/car-details/712b8d03-496e-590d-9b3e-7c16fbe0b1cc/
1324,Land Rover Discovery Sport,"£22,950",2L SE Tech TD4,Mar 2017,"49,338 miles",Automatic,Black,5 door SUV,2L,https://www.cazoo.co.uk/car-details/f563c4e9-58ef-51a0-8d07-7b403489b00d/
1325,Volkswagen Golf,"£22,950",2L GTI Performance TSI,Mar 2019,"39,496 miles",Manual,Black,5 door Hatchback,2L,https://www.cazoo.co.uk/car-details/1feb3386-4287-5b89-ad2c-f1c82300488f/
1326,Land Rover Range Rover Evoque,"£22,950",2L SE TD4,Mar 2017,"27,008 miles",Automatic,Grey,5 door SUV,2L,https://www.cazoo.co.uk/car-details/d0c002be-0104-542a-bd43-47acd704bebd/
1327,BMW 2 Series,"£22,950",3L M240i,Oct 2017,"43,030 miles",Automatic,Melbourne Red metallic,2 door Coupe,3L,https://www.cazoo.co.uk/car-details/a31c5df5-cb73-5da3-b972-fd636d4dac5e/
1328,Hyundai TUCSON,"£22,950",1.6L N Line T-GDi,Jul 2019,"12,287 miles",Automatic,Red,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/692b0fa3-e316-5eac-b947-a86586e56bd0/
1329,BMW X2,"£22,950",2L M Sport 20i,May 2019,"43,052 miles",Automatic,Mineral Grey,5 door SUV,2L,https://www.cazoo.co.uk/car-details/0ec9b554-2159-5aff-96e1-827c54835c5d/
1330,BMW 5 Series,"£22,950",2L M Sport 520d,Sept 2017,"32,564 miles",Automatic,Bluestone,5 door Saloon,2L,https://www.cazoo.co.uk/car-details/ed101195-4a4e-55a2-bbc8-63f24489c942/
1331,Mitsubishi Outlander,"£22,950",2.4L 4h h TwinMotor,May 2019,"35,834 miles",Automatic,Silver,5 door SUV,2.4L,https://www.cazoo.co.uk/car-details/7ec49627-65f2-5f38-b97b-5733f4bb4e3c/
1332,Mercedes-Benz C Class,"£22,950",2L AMG Line C220d,Sept 2018,"38,473 miles",Automatic,Grey,4 door Saloon,1.9L,https://www.cazoo.co.uk/car-details/b734cb5b-7158-5722-a6f2-28dd8cab5575/
1333,Mercedes-Benz GLA Class,"£22,950",1.6L Sport GLA200,Feb 2019,"21,949 miles",Automatic,Black,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/b643bbcb-a0b4-55b6-8139-aa468f35fc69/
1334,Land Rover Range Rover Evoque,"£22,950",2.2L Autobiography SD4,Jun 2015,"37,012 miles",Automatic,Black,5 door SUV,2.2L,https://www.cazoo.co.uk/car-details/d12c1805-6a2b-5d6a-827e-024735fe048f/
1335,Volkswagen Golf,"£22,950",e-Golf,Jun 2019,"20,885 miles",Automatic,White,5 door Hatchback,,https://www.cazoo.co.uk/car-details/b33a869b-b5e1-5b44-b42e-5828245e23e2/
1336,BMW 5 Series,"£22,950",2L M Sport 530e,Jun 2018,"57,356 miles",Automatic,Bluestone,4 door Saloon,2L,https://www.cazoo.co.uk/car-details/ed6379a6-d47b-597b-8fc7-b49f6b255c73/
1337,Mercedes-Benz A Class,"£22,950",1.5L AMG Line A180d,Jul 2019,"16,290 miles",Automatic,White,4 door Saloon,1.5L,https://www.cazoo.co.uk/car-details/8fdbbbc9-6187-540e-b784-6e919dd7cc0f/
1338,Audi A3,"£22,950",1.5L S line TFSI,Jun 2020,"36,438 miles",Automatic,Black,5 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/961f648a-c581-58b6-93ce-257caad79015/
1339,Volkswagen Golf,"£22,950",2L GTI Clubsport 40 BlueMotion Tech TSI,Mar 2017,"34,354 miles",Manual,Black,3 door Hatchback,2L,https://www.cazoo.co.uk/car-details/2176eaca-5fc2-50ff-80cf-d00f6aad4445/
1340,Mercedes-Benz E Class,"£22,950",2L AMG Line E220d,Sept 2017,"43,847 miles",Automatic,Grey,4 door Saloon,1.9L,https://www.cazoo.co.uk/car-details/64662d2c-7103-535d-a89e-34843a6e46c8/
1341,BMW 1 Series,"£22,950",3L Shadow Edition M140i,Aug 2018,"29,028 miles",Automatic,Estoril Blue,3 door Hatchback,3L,https://www.cazoo.co.uk/car-details/59d0604f-4cb3-5b6d-a7a4-35e90886fd39/
1342,Mercedes-Benz A Class,"£22,950",1.5L AMG Line A180d,Jan 2020,"8,218 miles",Automatic,Black,5 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/a93e1f78-e808-5af5-b6f7-44caef47cec1/
1343,Volkswagen Tiguan,"£22,950",2L R-Line BlueMotion Tech TDI,May 2017,"49,478 miles",Automatic,White,5 door SUV,2L,https://www.cazoo.co.uk/car-details/707f9e72-a043-5ea4-81f9-378bcfa46435/
1344,Renault Zoe,"£22,900",GT Line R135,Jul 2020,"15,044 miles",Automatic,highland grey,5 door Hatchback,,https://www.cazoo.co.uk/car-details/6a74e43e-68eb-5c64-8802-a9f079a649de/
1345,Volkswagen T-Roc,"£22,900",1.5L SEL TSI EVO,Mar 2019,"29,217 miles",Automatic,Grey,5 door SUV,1.5L,https://www.cazoo.co.uk/car-details/14041b81-e85d-5d87-b558-85a515fdad07/
