model,listing_price,trim,mileage,transmission,color,car_body,car_engine,car_make,car_age
Polo,14200,1.2L Match Edition TSI,12715,Automatic,Grey,5 door Hatchback,1.2L,Volkswagen,5.0
CT 200h,14200,1.8L Sport,41304,Automatic,Silver,5 door Hatchback,1.8L,Lexus,5.0
V60,14200,2L R-Design Nav D3,48145,Automatic,Grey,5 door Estate,2L,Volvo,5.0
Yaris,14150,1.5L Design VVT-h,32076,Automatic,Red,5 door Hatchback,1.5L,Toyota,4.0
Fiesta,14150,1.6L ST-3 EcoBoost T,21292,Manual,Blue,3 door Hatchback,1.6L,Ford,5.0
Insignia,14150,2L SRi VX Line Nav BlueInjection Turbo D,45374,Manual,Grey,5 door Hatchback,2L,Vauxhall,4.0
Kadjar,14150,1.5L Dynamique S Nav dCi,28456,Automatic,Grey,5 door SUV,1.5L,Renault,5.0
Leon,14150,1.4L FR Technology EcoTSI,38931,Automatic,Blue,5 door Hatchback,1.4L,Seat,5.0
A1,14150,1L Sport TFSI,37488,Manual,Grey,5 door Hatchback,1L,Audi,4.0
TUCSON,14150,1.7L SE Nav Blue Drive CRDi,40812,Automatic,Black,5 door SUV,1.7L,Hyundai,6.0
Polo,14150,1L SE TSI,21399,Manual,Grey,5 door Hatchback,1L,Volkswagen,3.0
Outlander,14150,2.3L 3 DI-D,43191,Manual,Black,5 door SUV,2.3L,Mitsubishi,6.0
TUCSON,14150,1.6L SE Nav Blue Drive GDi,32327,Manual,Grey,5 door SUV,1.6L,Hyundai,4.0
Golf,14150,1.6L SE Nav TDI,45936,Manual,Grey,5 door Hatchback,1.6L,Volkswagen,3.0
Qashqai,14150,1.5L Tekna dCi,30927,Manual,Silver,5 door SUV,1.5L,Nissan,5.0
Giulietta,14150,1.6L Sport JTDM-2,6501,Manual,Blue,5 door Hatchback,1.6L,Alfa Romeo,3.0
Grandland X,14150,1.5L Sport Nav BlueInjection Turbo D,33732,Manual,Blue,5 door SUV,1.5L,Vauxhall,4.0
Polo,14150,1.2L Match Edition TSI,13015,Automatic,Grey,5 door Hatchback,1.2L,Volkswagen,5.0
Fiesta,14150,1L Active Edition EcoBoost MHEV T,26255,Manual,White,5 door Hatchback,1L,Ford,1.0
Sportage,14150,1.7L GT-Line CRDi,58641,Manual,Black,5 door SUV,1.7L,Kia,4.0
Leon,14150,2L FR TDI,31583,Automatic,White,5 door Hatchback,2L,Seat,6.0
HR-V,14150,1.5L EX i-VTEC,43392,Manual,Blue,5 door SUV,1.5L,Honda,5.0
Qashqai,14150,1.5L Acenta Premium dCi,23782,Manual,Red,5 door SUV,1.5L,Nissan,3.0
TUCSON,14150,1.6L SE Nav Blue Drive GDi,20574,Manual,Red,5 door SUV,1.6L,Hyundai,4.0
TUCSON,14150,1.6L SE Nav Blue Drive GDi,20333,Manual,Silver,5 door SUV,1.6L,Hyundai,4.0
Golf,14150,1.4L SE Nav TSI,35238,Manual,White,5 door Hatchback,1.4L,Volkswagen,4.0
Polo,14150,1.2L Match Edition BlueMotion Tech TSI,16061,Automatic,Grey,5 door Hatchback,1.2L,Volkswagen,5.0
Ceed,14150,1.6L 2 ECO CRDi,20506,Manual,White,5 door Hatchback,1.6L,Kia,2.0
A Class,14150,1.6L SE A180,33338,Automatic,Red,5 door Hatchback,1.6L,Mercedes-Benz,7.0
Sportage,14150,1.6L 1 GDi,24791,Manual,White,5 door SUV,1.6L,Kia,3.0
Scirocco,14150,1.4L GT Black Edition TSI,37203,Manual,Other,3 door Hatchback,1.4L,Volkswagen,5.0
C-Max,14150,1.5L Titanium X TDCi,13624,Automatic,Silver,5 door MPV,1.5L,Ford,4.0
A3,14150,2L S line TDI,62499,Automatic,Silver,5 door Hatchback,2L,Audi,7.0
Stonic,14100,1.6L First Edition CRDi,30087,Manual,Grey,5 door SUV,1.6L,Kia,4.0
Ateca,14100,1.6L SE Technology TDI,49095,Manual,Black,5 door SUV,1.6L,Seat,4.0
Arona,14100,1L SE TSI,9655,Automatic,Red,5 door SUV,1L,Seat,3.0
2008,14100,1.2L GT Line PureTech,15030,Manual,Black,5 door SUV,1.2L,Peugeot,3.0
Grandland X,14100,1.2L SE Turbo,14345,Manual,Red,5 door SUV,1.2L,Vauxhall,4.0
Polo,14100,1L beats TSI,32509,Manual,Black,5 door Hatchback,1L,Volkswagen,3.0
Fiesta,14100,1L Trend EcoBoost T,11710,Manual,Blue,5 door Hatchback,1L,Ford,2.0
AYGO,14100,1L x-trend VVT-i,5484,Automatic,Grey,5 door Hatchback,1L,Toyota,2.0
A1,14100,1.4L Sport TFSI,37985,Manual,Red,5 door Hatchback,1.4L,Audi,4.0
Duster,14100,1.5L Comfort Blue dCi,30423,Manual,Orange,5 door SUV,1.5L,Dacia,3.0
V60,14100,2L SE Lux Nav D3,49333,Manual,Silver,5 door Estate,2L,Volvo,6.0
Mondeo,14100,2L Style ECOnetic TDCi,12494,Manual,Silver,5 door Hatchback,2L,Ford,5.0
Fiesta,14100,1L Titanium EcoBoost T,18197,Manual,Blue,5 door Hatchback,1L,Ford,2.0
i40,14100,1.7L Premium Blue Drive CRDi,31720,Manual,White,5 door Estate,1.7L,Hyundai,5.0
Qashqai,14100,1.3L Acenta Premium DIG-T,29334,Manual,Grey,5 door SUV,1.3L,Nissan,3.0
Hatch,14100,1.5L Cooper,8111,Manual,Black,3 door Hatchback,1.5L,Mini,5.0
Civic,14100,1L SR VTEC Turbo,22448,Manual,White,5 door Hatchback,1L,Honda,5.0
Grandland X,14100,1.6L Sport Nav BlueInjection Turbo D,58266,Automatic,White,5 door SUV,1.6L,Vauxhall,4.0
XCeed,14100,1.6L 2 CRDi,50589,Manual,Silver,5 door SUV,1.6L,Kia,1.0
Juke,14100,1.6L Tekna,22487,Manual,Grey,5 door SUV,1.6L,Nissan,3.0
Arona,14100,1.5L FR TSI EVO,16211,Manual,White,5 door SUV,1.5L,Seat,4.0
A1,14100,1.4L Sport TFSI,26838,Manual,Black,5 door Hatchback,1.4L,Audi,4.0
i10,14100,1.2L SE Connect,8343,Manual,Grey,5 door Hatchback,1.2L,Hyundai,1.0
Hatch,14100,1.5L Cooper Classic,24520,Manual,Black,3 door Hatchback,1.5L,Mini,3.0
C-Max,14100,1.5L Titanium TDCi,7296,Manual,Black,5 door MPV,1.5L,Ford,3.0
Ignis,14100,1.2L SZ-T Dualjet MHEV,1524,Manual,Red,5 door Hatchback,1.2L,Suzuki,1.0
Corsa,14100,1.2L SRi Premium Turbo,14391,Manual,Blue,5 door Hatchback,1.2L,Vauxhall,2.0
CX-5,14100,2L Sport Nav SKYACTIV-G,49134,Manual,Grey,5 door SUV,2L,Mazda,6.0
Hatch,14100,1.5L Cooper Classic,12414,Manual,White,5 door Hatchback,1.5L,Mini,3.0
EcoSport,14100,1L Titanium EcoBoost T,9285,Automatic,White,5 door SUV,1L,Ford,4.0
Corsa,14100,1.2L SRi Premium Turbo,13514,Manual,Blue,5 door Hatchback,1.2L,Vauxhall,2.0
2 Series,14100,1.5L Sport 218i,40134,Automatic,White,2 door Coupe,1.5L,BMW,6.0
Hatch,14100,1.5L Cooper Classic,13911,Manual,White,5 door Hatchback,1.5L,Mini,3.0
V40,14100,2L Inscription T3,24695,Manual,Red,5 door Hatchback,2L,Volvo,4.0
Yaris,14100,1.5L Icon VVT-h,19495,Automatic,Red,5 door Hatchback,1.5L,Toyota,4.0
XCeed,14100,1L 2 T-GDi,24892,Manual,Red,5 door SUV,1L,Kia,2.0
1 Series,14100,1.5L Sport 118i,27346,Manual,Black,5 door Hatchback,1.5L,BMW,4.0
Corsa,14100,1.2L SE Nav Premium,8266,Manual,Blue,5 door Hatchback,1.2L,Vauxhall,1.0
TUCSON,14050,1.6L SE Nav Blue Drive GDi,25052,Manual,Blue,5 door SUV,1.6L,Hyundai,5.0
3008,14050,1.6L Allure BlueHDi,19447,Automatic,White,5 door SUV,1.6L,Peugeot,6.0
3 Series,14050,1.5L Sport 318i,41157,Manual,White,4 door Saloon,1.5L,BMW,5.0
208,14050,1.2L Active PureTech,3999,Manual,Black,5 door Hatchback,1.2L,Peugeot,2.0
A Class,14050,1.5L Sport A180d,52356,Manual,Blue,5 door Hatchback,1.5L,Mercedes-Benz,5.0
Polo,14050,1.2L Match Edition TSI,8100,Automatic,Blue,3 door Hatchback,1.2L,Volkswagen,5.0
Polo,14050,1.2L Match Edition BlueMotion Tech TSI,27704,Automatic,Black,5 door Hatchback,1.2L,Volkswagen,5.0
Sportage,14050,1.6L 2 GDi,58797,Manual,Grey,5 door SUV,1.6L,Kia,3.0
Civic,14050,1L SR VTEC Turbo,30798,Manual,Black,5 door Hatchback,1L,Honda,4.0
Leon,14050,1.5L FR TSI EVO,31335,Manual,Red,5 door Hatchback,1.5L,Seat,3.0
1 Series,14050,1.5L Sport 118i,29383,Manual,Black,5 door Hatchback,1.5L,BMW,5.0
Arona,14050,1L SE Technology TSI,12099,Automatic,Red,5 door SUV,1L,Seat,4.0
C-HR,14050,1.2L Icon VVT-i,23735,Manual,Red,5 door SUV,1.2L,Toyota,5.0
Sportage,14050,1.6L 1 GDi,37353,Manual,White,5 door SUV,1.6L,Kia,3.0
Eclipse Cross,14050,1.5L 3 T,14352,Manual,White,5 door SUV,1.5L,Mitsubishi,4.0
Juke,14050,1.6L Tekna,6989,Automatic,Silver,5 door SUV,1.6L,Nissan,4.0
Focus,14050,1L ST-Line EcoBoost T,12544,Automatic,Red,5 door Hatchback,1L,Ford,5.0
Astra,14050,1.2L SRi Nav Turbo,10102,Manual,Red,5 door Hatchback,1.2L,Vauxhall,2.0
A1,14050,1L Sport TFSI,12477,Manual,White,5 door Hatchback,1L,Audi,4.0
Duster,14050,1L Comfort TCe,15325,Manual,Black,5 door SUV,1L,Dacia,1.0
Clubman,14050,1.5L Cooper Classic,41557,Manual,White,5 door Estate,1.5L,Mini,3.0
Corsa,14050,1.2L SE,3690,Manual,Black,5 door Hatchback,1.2L,Vauxhall,1.0
Leon,14000,2L FR Technology TDI,42689,Manual,Grey,5 door Hatchback,2L,Seat,4.0
Polo,14000,1L SE EVO,22319,Manual,White,5 door Hatchback,1L,Volkswagen,3.0
Qashqai,14000,1.5L Acenta Premium dCi,34044,Manual,Grey,5 door SUV,1.5L,Nissan,3.0
Grandland X,14000,1.2L SE Turbo,23277,Manual,Red,5 door SUV,1.2L,Vauxhall,3.0
Hatch,14000,2L Cooper S,27890,Manual,Orange,3 door Hatchback,2L,Mini,5.0
Renegade,14000,1.6L Limited MultiJetII,25473,Manual,Red,5 door SUV,1.6L,Jeep,4.0
Juke,14000,1.6L Tekna,16704,Automatic,Red,5 door SUV,1.6L,Nissan,4.0
Focus,14000,1L Zetec EcoBoost T,43607,Automatic,Silver,5 door Hatchback,1L,Ford,3.0
Grandland X,14000,1.2L SE Turbo,18276,Manual,Blue,5 door SUV,1.2L,Vauxhall,3.0
Leon,14000,1.5L FR TSI EVO,27863,Manual,Black,5 door Hatchback,1.5L,Seat,3.0
2 Series Active Tourer,14000,2L Sport 218d,30468,Manual,Grey,5 door MPV,2L,BMW,4.0
Focus,14000,2L ST-3 TDCi,59603,Manual,Black,5 door Hatchback,2L,Ford,6.0
MG ZS,14000,1.5L Exclusive VTi-TECH,10531,Manual,Silver,5 door SUV,1.5L,MG,3.0
Polo,14000,1L beats TSI,31935,Manual,Red,5 door Hatchback,1L,Volkswagen,3.0
Golf,14000,1.6L Match TDI,50120,Manual,Blue,5 door Hatchback,1.6L,Volkswagen,3.0
595,14000,1.4L 70th T-Jet,9728,Manual,Grey,3 door Hatchback,1.4L,Abarth,2.0
Golf,14000,1L SE Nav TSI,38464,Manual,Silver,5 door Hatchback,1L,Volkswagen,4.0
Clubman,14000,1.5L Cooper,30000,Manual,Red,5 door Estate,1.5L,Mini,5.0
208,14000,1.2L GT Line PureTech,1312,Automatic,Red,5 door Hatchback,1.2L,Peugeot,3.0
Qashqai,14000,1.5L Acenta Premium dCi,17625,Manual,Red,5 door SUV,1.5L,Nissan,3.0
Yaris,14000,1.5L Excel VVT-h,15639,Automatic,Grey,5 door Hatchback,1.5L,Toyota,6.0
Golf,14000,1.4L SE Nav TSI,31531,Manual,Silver,5 door Hatchback,1.4L,Volkswagen,4.0
A5,14000,2L S line TFSI,36111,Manual,Grey,2 door Coupe,2L,Audi,8.0
Clubman,13950,1.5L Cooper,34574,Manual,Black,5 door Estate,1.5L,Mini,6.0
XC60,13950,2L SE Nav D4,69581,Manual,Black,5 door SUV,2L,Volvo,6.0
Leon,13950,1.4L FR Technology EcoTSI,40290,Manual,Grey,5 door Hatchback,1.4L,Seat,4.0
Ibiza,13950,1L FR TSI,18698,Manual,Grey,5 door Hatchback,1L,Seat,3.0
Qashqai,13950,1.5L Acenta Premium dCi,37865,Manual,Other,5 door SUV,1.5L,Nissan,3.0
2 Series,13950,2L Sport 218d,42982,Automatic,Red,2 door Coupe,2L,BMW,6.0
Juke,13950,1.2L Tekna DIG-T,4789,Manual,Red,5 door SUV,1.2L,Nissan,4.0
Kuga,13950,2L Titanium X TDCi,57985,Automatic,Black,5 door SUV,2L,Ford,6.0
Civic,13950,1L SR VTEC Turbo,30403,Manual,White,5 door Hatchback,1L,Honda,5.0
Focus,13950,1L ST-Line EcoBoost T,27472,Automatic,Grey,5 door Hatchback,1L,Ford,5.0
Golf,13950,1L SE Nav TSI,45689,Manual,Black,5 door Hatchback,1L,Volkswagen,4.0
Vitara,13950,1L SZ-T Boosterjet,3756,Manual,Black,5 door SUV,1L,Suzuki,3.0
Fiesta,13950,1L Active Edition EcoBoost MHEV T,42727,Manual,Black,5 door Hatchback,1L,Ford,1.0
Focus,13950,1L Titanium EcoBoost T,39684,Manual,Black,5 door Hatchback,1L,Ford,2.0
Yaris,13950,1.5L Design VVT-h,24681,Automatic,Blue,5 door Hatchback,1.5L,Toyota,5.0
Hatch,13950,2L Cooper S,30743,Manual,Red,5 door Hatchback,2L,Mini,5.0
Qashqai,13950,1.2L N-Connecta DIG-T,35746,Automatic,Grey,5 door SUV,1.2L,Nissan,6.0
Clubman,13950,2L Cooper S,52329,Manual,Grey,5 door Estate,2L,Mini,5.0
A Class,13950,1.6L Sport A180,20153,Manual,Red,5 door Hatchback,1.6L,Mercedes-Benz,6.0
V40,13950,2L R-Design Edition D2,38103,Manual,Red,5 door Hatchback,2L,Volvo,3.0
EcoSport,13950,1L ST-Line EcoBoost T,19645,Manual,Blue,5 door SUV,1L,Ford,3.0
Focus,13950,2L ST-3 TDCi,55814,Manual,Black,5 door Hatchback,2L,Ford,6.0
Hatch,13950,1.5L Cooper,36815,Automatic,White,3 door Hatchback,1.5L,Mini,4.0
TUCSON,13950,1.7L SE Nav Blue Drive CRDi,30311,Manual,Black,5 door SUV,1.7L,Hyundai,5.0
Qashqai,13950,1.5L Acenta Premium dCi,27581,Manual,Black,5 door SUV,1.5L,Nissan,3.0
Clubman,13950,2L Cooper D,18133,Manual,Green,4 door Estate,2L,Mini,5.0
EcoSport,13950,1L ST-Line EcoBoost T,21683,Automatic,Blue,5 door SUV,1L,Ford,4.0
208,13950,1.2L Allure Premium PureTech,25135,Manual,Black,5 door Hatchback,1.2L,Peugeot,1.0
Golf,13900,1.6L SE Nav TDI,60586,Manual,Grey,5 door Hatchback,1.6L,Volkswagen,3.0
Focus,13900,1L Titanium EcoBoost T,41098,Manual,Blue,5 door Hatchback,1L,Ford,3.0
Kuga,13900,2L Titanium TDCi,34700,Manual,Grey,5 door SUV,2L,Ford,5.0
Leon,13900,1.4L FR Technology TSI,25605,Manual,Blue,5 door Estate,1.4L,Seat,4.0
Fiesta,13900,1L Active Edition EcoBoost MHEV T,40224,Manual,Blue,5 door Hatchback,1L,Ford,1.0
Focus,13900,2L ST-3 EcoBoost T,58782,Manual,Blue,5 door Hatchback,2L,Ford,7.0
Ibiza,13900,1L SE Technology TSI,13042,Manual,Blue,5 door Hatchback,1L,Seat,1.0
Golf,13900,1.6L SE Nav TDI,40694,Manual,Blue,5 door Hatchback,1.6L,Volkswagen,4.0
Sportage,13900,1.6L 2 GDi,40497,Manual,Black,5 door SUV,1.6L,Kia,4.0
MG ZS,13900,1.5L Excite VTi-TECH,17326,Manual,Black,5 door SUV,1.5L,MG,2.0
Golf,13900,1.6L Match TDI,73700,Automatic,Blue,5 door Hatchback,1.6L,Volkswagen,3.0
Focus,13900,2L ST-2 TDCi,43852,Manual,White,5 door Hatchback,2L,Ford,6.0
Grandland X,13900,1.2L SE Turbo,5891,Manual,Other,5 door SUV,1.2L,Vauxhall,4.0
Fabia,13900,1L SE TSI,3438,Automatic,Blue,5 door Estate,1L,Skoda,4.0
Grandland X,13900,1.5L Sport Nav BlueInjection Turbo D,37418,Manual,Red,5 door SUV,1.5L,Vauxhall,3.0
Clubman,13900,2L Cooper S,45609,Manual,Grey,5 door Estate,2L,Mini,5.0
A5,13900,2L SE Technik TDI,47766,Automatic,Blue,5 door Hatchback,2L,Audi,6.0
Fiesta,13900,1L ST-Line X EcoBoost T,13724,Manual,Black,3 door Hatchback,1L,Ford,3.0
Civic,13900,1L SR VTEC Turbo,30935,Manual,Grey,5 door Hatchback,1L,Honda,4.0
Hatch,13850,1.5L Cooper,31493,Automatic,Black,3 door Hatchback,1.5L,Mini,5.0
Arona,13850,1L SE Technology TSI,27652,Automatic,White,5 door SUV,1L,Seat,5.0
i10,13850,1.2L Premium SE,4536,Automatic,Silver,5 door Hatchback,1.2L,Hyundai,4.0
Qashqai,13850,1.5L Acenta Premium dCi,32627,Manual,Red,5 door SUV,1.5L,Nissan,3.0
Focus,13850,1L ST-Line EcoBoost T,14568,Manual,Grey,5 door Hatchback,1L,Ford,4.0
Focus,13850,1.5L Titanium EcoBlue,49690,Manual,Black,5 door Hatchback,1.5L,Ford,3.0
XE,13850,2L Prestige d,65673,Automatic,Black,4 door Saloon,2L,Jaguar,5.0
Clubman,13850,2L Cooper D,47139,Manual,Black,4 door Estate,2L,Mini,4.0
Fabia,13850,1L SE L TSI,8229,Automatic,Blue,5 door Estate,1L,Skoda,5.0
C4 Picasso,13850,1.6L Flair BlueHDi,21065,Manual,Red,5 door MPV,1.6L,Citroen,5.0
Polo,13850,1L SE EVO,22704,Manual,Red,5 door Hatchback,1L,Volkswagen,3.0
A4,13850,1.4L Sport TFSI,24772,Manual,White,4 door Saloon,1.4L,Audi,6.0
Grand C4 Picasso,13850,1.6L Exclusive BlueHDi,36501,Automatic,Blue,5 door MPV,1.6L,Citroen,6.0
Grandland X,13850,1.2L SE Turbo,22119,Manual,White,5 door SUV,1.2L,Vauxhall,3.0
Kuga,13850,2L Zetec EcoBlue TDCi,18212,Manual,Other,5 door SUV,2L,Ford,5.0
Kadjar,13850,1.5L Dynamique Nav dCi,13772,Automatic,Red,5 door SUV,1.5L,Renault,5.0
Grandland X,13850,1.2L SE Turbo,11499,Manual,Blue,5 door SUV,1.2L,Vauxhall,4.0
EcoSport,13850,1L Zetec EcoBoost T,4824,Automatic,Silver,5 door SUV,1L,Ford,4.0
RAV4,13850,2L Icon D-4D,49425,Manual,White,5 door SUV,2L,Toyota,6.0
Grandland X,13850,1.2L SE Turbo,13684,Manual,Red,5 door SUV,1.2L,Vauxhall,3.0
Countryman,13850,2L Cooper D,35327,Automatic,Blue,5 door SUV,2L,Mini,6.0
Polo,13850,1.8L GTI BlueMotion Tech TSI,40262,Automatic,Red,5 door Hatchback,1.8L,Volkswagen,6.0
Hatch,13850,2L Cooper S,39409,Manual,Blue,3 door Hatchback,2L,Mini,4.0
EcoSport,13850,1L Titanium EcoBoost T,12403,Automatic,Grey,5 door SUV,1L,Ford,4.0
Fiesta,13850,1L Trend EcoBoost MHEV T,11898,Manual,Black,5 door Hatchback,1L,Ford,1.0
Cherokee,13800,2.2L Limited MultiJetII,58827,Automatic,White,5 door SUV,2.2L,Jeep,6.0
Leon,13800,1.4L FR Titanium Technology EcoTSI,38016,Manual,White,3 door Hatchback,1.4L,Seat,5.0
Fiesta,13800,1L Titanium EcoBoost T,5409,Manual,Blue,5 door Hatchback,1L,Ford,5.0
Clubman,13800,1.5L Cooper,28286,Manual,Blue,5 door Estate,1.5L,Mini,6.0
Fiesta,13800,1L Trend EcoBoost T,12267,Manual,Blue,5 door Hatchback,1L,Ford,2.0
Fiesta,13800,1L Trend EcoBoost T,14922,Manual,Black,5 door Hatchback,1L,Ford,2.0
CX-5,13800,2.2L Sport Nav SKYACTIV-D,55693,Manual,Red,5 door SUV,2.2L,Mazda,6.0
Stonic,13800,1L 3 T-GDi,31346,Manual,Red,5 door SUV,1L,Kia,3.0
Polo,13800,1L SE EVO,16740,Manual,White,5 door Hatchback,1L,Volkswagen,3.0
A3,13800,2L SE Technik TDI,38967,Manual,Black,5 door Hatchback,2L,Audi,5.0
Arona,13800,1L SE Technology TSI,9738,Manual,White,5 door SUV,1L,Seat,3.0
Qashqai,13800,1.2L N-Connecta DIG-T,20903,Manual,Grey,5 door SUV,1.2L,Nissan,5.0
A1,13800,1L Sport TFSI,39347,Manual,Grey,5 door Hatchback,1L,Audi,4.0
Kuga,13800,2L Titanium TDCi,34369,Manual,Grey,5 door SUV,2L,Ford,5.0
Kuga,13800,1.5L Zetec EcoBoost T,39142,Automatic,Grey,5 door SUV,1.5L,Ford,5.0
Yaris,13800,1.5L Sport VVT-h,28408,Automatic,White,5 door Hatchback,1.5L,Toyota,6.0
Cherokee,13800,2L Limited CRD,46080,Automatic,Other,5 door SUV,2L,Jeep,7.0
Focus,13800,1L Titanium EcoBoost T,28933,Manual,Red,5 door Hatchback,1L,Ford,4.0
Insignia,13800,1.5L SRi VX Line Nav i Turbo,55086,Automatic,Silver,5 door Hatchback,1.5L,Vauxhall,3.0
C-Max,13800,1.5L Zetec TDCi,8951,Manual,Grey,5 door MPV,1.5L,Ford,3.0
Qashqai,13800,1.5L Acenta dCi,17059,Manual,Grey,5 door SUV,1.5L,Nissan,5.0
X-Trail,13800,1.6L N-Vision dCi,57838,Manual,Silver,5 door SUV,1.6L,Nissan,5.0
A1,13800,1L Sport TFSI,14947,Manual,Black,3 door Hatchback,1L,Audi,4.0
Eclipse Cross,13800,1.5L 3 T,41282,Manual,Silver,5 door SUV,1.5L,Mitsubishi,3.0
Qashqai,13800,1.5L Acenta Premium dCi,35935,Manual,Grey,5 door SUV,1.5L,Nissan,3.0
Qashqai,13800,1.5L Acenta Premium dCi,36472,Manual,Blue,5 door SUV,1.5L,Nissan,3.0
Kuga,13800,2L Titanium TDCi,43296,Manual,Black,5 door SUV,2L,Ford,4.0
2008,13800,1.2L Allure PureTech,2670,Automatic,Grey,5 door Hatchback,1.2L,Peugeot,4.0
Convertible,13800,1.5L Cooper Classic,54820,Manual,Silver,2 door Convertible,1.5L,Mini,3.0
Sportage,13800,1.6L 1 GDi,30355,Manual,Black,5 door SUV,1.6L,Kia,3.0
1 Series,13800,2L Sport 118d,18634,Manual,Black,5 door Hatchback,2L,BMW,5.0
Fiesta,13800,1L Titanium EcoBoost T,37655,Manual,Silver,5 door Hatchback,1L,Ford,2.0
i10,13800,1L N Line T-GDi,17082,Manual,Blue,5 door Hatchback,1L,Hyundai,2.0
308,13800,1.6L GTi by Peugeot Sport THP,29472,Manual,Red,5 door Hatchback,1.6L,Peugeot,6.0
A3,13800,1.4L SE CoD TFSI,40215,Automatic,Black,5 door Hatchback,1.4L,Audi,6.0
Hatch,13800,1.5L Cooper Classic,15538,Manual,Black,5 door Hatchback,1.5L,Mini,3.0
500,13750,1L Sport MHEV,4071,Manual,Grey,3 door Hatchback,1L,Fiat,1.0
Leon,13750,1.4L FR Technology EcoTSI,30293,Manual,Blue,5 door Hatchback,1.4L,Seat,5.0
Corsa,13750,1.4L SE i,3794,Automatic,Blue,5 door Hatchback,1.4L,Vauxhall,4.0
Arona,13750,1L SE Technology TSI,13161,Manual,Silver,5 door SUV,1L,Seat,3.0
Kuga,13750,2L Titanium TDCi,31609,Manual,Grey,5 door SUV,2L,Ford,6.0
208,13750,1.2L Allure Premium PureTech,40448,Manual,Silver,5 door Hatchback,1.2L,Peugeot,1.0
CX-3,13750,1.5L Sport Nav SKYACTIV-D,20456,Manual,Grey,5 door SUV,1.5L,Mazda,5.0
A1,13750,1.4L S line TFSI,32368,Manual,Red,3 door Hatchback,1.4L,Audi,5.0
Hatch,13750,2L Cooper S,59698,Automatic,Silver,3 door Hatchback,2L,Mini,5.0
Leon,13750,1.4L FR Technology TSI,27672,Manual,Silver,5 door Hatchback,1.4L,Seat,4.0
Hatch,13750,1.5L Cooper Classic,33078,Manual,Black,3 door Hatchback,1.5L,Mini,3.0
Scirocco,13750,2L R-Line BlueMotion Tech TDI,46396,Manual,Blue,3 door Hatchback,2L,Volkswagen,7.0
Ibiza,13750,1L FR TSI,16807,Manual,White,5 door Hatchback,1L,Seat,3.0
Golf,13750,1.4L S TSI,28453,Automatic,Black,5 door Hatchback,1.4L,Volkswagen,4.0
Hatch,13750,2L Cooper SD,33958,Manual,Grey,3 door Hatchback,2L,Mini,5.0
Qashqai,13750,1.3L Acenta Premium DIG-T,32015,Manual,Black,5 door SUV,1.3L,Nissan,3.0
A Class,13750,1.5L SE A180d,49109,Manual,Other,5 door Hatchback,1.5L,Mercedes-Benz,4.0
Hatch,13750,1.5L Cooper,9225,Manual,Grey,3 door Hatchback,1.5L,Mini,4.0
TUCSON,13750,1.6L SE Nav Blue Drive GDi,20406,Manual,Black,5 door SUV,1.6L,Hyundai,4.0
Clubman,13750,1.5L Cooper,16938,Manual,Silver,5 door Estate,1.5L,Mini,6.0
Polo,13750,1L SE TSI,8068,Manual,Black,5 door Hatchback,1L,Volkswagen,3.0
Corsa,13750,1.2L SRi Nav Turbo,11417,Manual,Blue,5 door Hatchback,1.2L,Vauxhall,2.0
Clubman,13750,1.5L Cooper,33153,Manual,Silver,5 door Estate,1.5L,Mini,4.0
Polo,13750,1L SE TSI,10530,Manual,White,5 door Hatchback,1L,Volkswagen,3.0
Duster,13750,1.3L Comfort TCe,30393,Manual,Orange,5 door SUV,1.3L,Dacia,1.0
Hatch,13750,1.5L Cooper Classic,24148,Manual,White,3 door Hatchback,1.5L,Mini,3.0
Juke,13750,1.6L Tekna,3778,Automatic,White,5 door SUV,1.6L,Nissan,5.0
Clubman,13750,2L Cooper S,58857,Manual,Silver,5 door Estate,2L,Mini,5.0
Yaris,13750,1.5L Excel VVT-h,28871,Automatic,Blue,5 door Hatchback,1.5L,Toyota,5.0
TUCSON,13750,1.7L Sport Edition Blue Drive CRDi,53925,Manual,Grey,5 door SUV,1.7L,Hyundai,5.0
Golf,13700,1.4L S TSI,39707,Automatic,Silver,5 door Hatchback,1.4L,Volkswagen,4.0
Fiesta,13700,1L Trend EcoBoost T,14065,Manual,Blue,5 door Hatchback,1L,Ford,2.0
Focus,13700,1L ST-Line EcoBoost T,19383,Manual,Grey,5 door Hatchback,1L,Ford,4.0
Polo,13700,1L SE TSI,19845,Manual,Blue,5 door Hatchback,1L,Volkswagen,4.0
Cherokee,13700,2.2L Limited MultiJetII,58000,Automatic,Blue,5 door SUV,2.2L,Jeep,6.0
Sportage,13700,1.6L 1 GDi,16980,Manual,White,5 door SUV,1.6L,Kia,4.0
MG ZS,13700,1.5L Excite VTi-TECH,22550,Manual,Black,5 door SUV,1.5L,MG,2.0
Arona,13700,1L SE Technology TSI,12307,Manual,Red,5 door SUV,1L,Seat,3.0
Focus,13700,1L ST-Line EcoBoost T,17221,Manual,White,5 door Hatchback,1L,Ford,4.0
A3,13700,2L SE Technik TDI,40801,Manual,Black,5 door Hatchback,2L,Audi,4.0
Fiesta,13700,1L Titanium EcoBoost T,28745,Manual,Silver,5 door Hatchback,1L,Ford,2.0
Arona,13700,1L FR TSI,31720,Manual,Grey,5 door SUV,1L,Seat,3.0
